study,sref,treatment,pid,uid,m2_b,m2_c,m3_b1,m3_b2,m3_b3,m3_c,active
2,(41),m3,RSFYN,90,,,.4000000059604645,.300000011920929,.300000011920929,5,1
2,(41),m3,SIBYL,99,,,.5,.1000000014901161,.4000000059604645,1,1
2,(41),m3,SLETN,132,,,.4000000059604645,.300000011920929,.300000011920929,6,1
2,(41),m3,SLKSA,136,,,.699999988079071,.25,.0500000007450581,2,1
2,(41),m3,SNJRM,123,,,.0500000007450581,.1500000059604645,.800000011920929,5,
2,(41),m3,TPCGC,72,,,0,.2000000029802322,.800000011920929,4,
2,(41),m3,USYLJ,92,,,.5,.5,0,1,
2,(41),m3,UUYLF,164,,,.699999988079071,.2000000029802322,.1000000014901161,3,1
2,(41),m3,UWXVV,74,,,.0500000007450581,.1000000014901161,.8500000238418579,2,1
2,(41),m3,VTIEK,137,,,.2000000029802322,.2000000029802322,.6000000238418579,2,1
2,(41),m3,VTWWG,64,,,.4000000059604645,.5,.1000000014901161,2,1
2,(41),m3,VWIIZ,119,,,.4000000059604645,.2000000029802322,.4000000059604645,3,
2,(41),m3,VWQJN,98,,,.1000000014901161,.1000000014901161,.800000011920929,1,1
2,(41),m3,VWTHZ,118,,,.6499999761581421,.300000011920929,.0500000007450581,1,1
2,(41),m3,WOZHY,141,,,.0500000007450581,.0500000007450581,.8999999761581421,5,1
2,(41),m3,WSKMW,69,,,.5,.300000011920929,.2000000029802322,2,1
2,(41),m3,WTZSC,131,,,.300000011920929,.300000011920929,.4000000059604645,1,
2,(41),m3,WVBUA,147,,,.5,.2000000029802322,.300000011920929,4,1
2,(41),m3,XCRTP,133,,,.5,.5,0,1,1
2,(41),m3,XYJIX,140,,,.300000011920929,.6000000238418579,.1000000014901161,2,1
2,(41),m3,YEXRD,138,,,.449999988079071,.449999988079071,.1000000014901161,5,1
2,(41),m3,YGDVU,103,,,.6000000238418579,.2000000029802322,.2000000029802322,4,1
2,(41),m3,YHEMK,70,,,.5,.300000011920929,.2000000029802322,2,1
2,(41),m3,YHGBZ,163,,,0,.300000011920929,.699999988079071,4,1
2,(41),m3,YIPBA,97,,,.4000000059604645,.4000000059604645,.2000000029802322,5,1
2,(41),m3,YSSFZ,111,,,.300000011920929,.2000000029802322,.5,2,1
2,(41),m3,ZCZJN,61,,,.2000000029802322,.2000000029802322,.6000000238418579,2,1
2,(41),m3,ZDOYC,63,,,.4000000059604645,.4000000059604645,.2000000029802322,3,1
3,(42),m2,AGNPX,761,.60000002,2,,,,,1
3,(42),m2,AIRBM,850,.80000001,2,,,,,1
3,(42),m2,ARLEI,770,.60000002,1,,,,,1
3,(42),m2,BBECX,840,.25,2,,,,,1
3,(42),m2,BHPTI,844,.75999999,3,,,,,1
3,(42),m2,BIYDE,794,.5,1,,,,,1
3,(42),m2,BKCFP,827,.2,5,,,,,1
3,(42),m2,BNPKB,779,.80000001,4,,,,,1
3,(42),m2,BZRFC,826,.69999999,3,,,,,1
3,(42),m2,CHIBT,784,.1,4,,,,,1
3,(42),m2,CHJWI,762,.5,5,,,,,1
3,(42),m2,COGEW,742,.30000001,1,,,,,
3,(42),m2,CUCGB,781,.40000001,1,,,,,1
3,(42),m2,CYLLX,780,.89999998,5,,,,,1
3,(42),m2,CYWGM,744,.60000002,2,,,,,1
3,(42),m2,DBEOL,768,.75,2,,,,,
3,(42),m2,DCRKI,832,.40000001,2,,,,,1
3,(42),m2,DLIYI,842,.30000001,2,,,,,1
3,(42),m2,DOPFI,746,.64999998,3,,,,,
3,(42),m2,DPJYN,759,.5,1,,,,,1
3,(42),m2,DRIUI,788,.64999998,3,,,,,1
3,(42),m2,DSMMR,748,.64999998,3,,,,,1
3,(42),m2,DUYEG,786,.92000002,6,,,,,1
3,(42),m2,EDRGS,782,1,1,,,,,1
3,(42),m2,EFVYH,764,.69999999,4,,,,,1
3,(42),m2,EMHKN,736,.5,1,,,,,1
3,(42),m2,FDEEF,740,.89999998,3,,,,,1
3,(42),m2,FGOQM,783,.2,1,,,,,1
3,(42),m2,FTHMZ,743,.98000002,1,,,,,1
3,(42),m2,FZDWW,796,.5,2,,,,,1
3,(42),m2,FZMNK,841,.30000001,4,,,,,1
3,(42),m2,GLFJZ,754,.80000001,1,,,,,1
3,(42),m2,GZRWQ,819,.050000001,6,,,,,1
3,(42),m2,HARNQ,727,.60000002,3,,,,,1
3,(42),m2,HBEWR,752,.80000001,4,,,,,
3,(42),m2,HBQXZ,851,.60000002,3,,,,,1
3,(42),m2,HEJKB,812,.5,2,,,,,1
3,(42),m2,HFNSC,737,.60000002,2,,,,,1
3,(42),m2,HJBDQ,799,.2,2,,,,,1
3,(42),m2,HJEZS,810,.60000002,2,,,,,1
3,(42),m2,IBCCH,777,.80000001,2,,,,,1
3,(42),m2,ITXLG,755,.80000001,1,,,,,1
3,(42),m2,IXRCJ,805,.80000001,5,,,,,1
3,(42),m2,JAYYJ,734,.64999998,2,,,,,1
3,(42),m2,JDVOM,756,.60000002,2,,,,,1
3,(42),m2,JFFDX,820,.77999997,2,,,,,1
3,(42),m2,JJAGL,800,.67000002,2,,,,,1
3,(42),m2,JUSNB,817,.2,2,,,,,1
3,(42),m2,JVWRC,831,.30000001,1,,,,,1
3,(42),m2,JXCTF,751,.5,1,,,,,1
3,(42),m2,KBPUC,767,.89999998,2,,,,,1
3,(42),m2,KCPRJ,813,.69999999,2,,,,,1
3,(42),m2,KIYTT,772,.60000002,2,,,,,1
3,(42),m2,KRWHP,732,.5,2,,,,,
3,(42),m2,KSQVW,769,.2,2,,,,,1
3,(42),m2,LFMEQ,823,.75,3,,,,,
3,(42),m2,LYFOV,828,.80000001,5,,,,,1
3,(42),m2,MHKGW,771,.69999999,1,,,,,1
3,(42),m2,MLXQY,791,.2,1,,,,,1
3,(42),m2,MPQVV,846,.40000001,3,,,,,1
3,(42),m2,MWDSM,792,.30000001,1,,,,,1
3,(42),m2,MWTSC,818,.69999999,2,,,,,1
3,(42),m2,MXZEG,849,.80000001,5,,,,,1
3,(42),m2,NDNSG,847,.5,2,,,,,
3,(42),m2,NERZB,816,.64999998,3,,,,,1
3,(42),m2,OEXJH,745,.89999998,6,,,,,1
3,(42),m2,OJYDQ,730,.30000001,2,,,,,1
3,(42),m2,OLPSA,741,.69999999,6,,,,,1
3,(42),m2,OPSPN,735,.15000001,1,,,,,1
3,(42),m2,OTJYA,807,.5,2,,,,,1
3,(42),m2,PDSGL,757,.40000001,1,,,,,1
3,(42),m2,PGVWP,749,.15000001,1,,,,,1
3,(42),m2,PPZPY,822,.89999998,3,,,,,
3,(42),m2,PVBVQ,773,.25,4,,,,,1
3,(42),m2,PWJJQ,806,.89999998,6,,,,,1
3,(42),m2,QCTQV,803,.75,4,,,,,
3,(42),m2,QRNNV,778,.80000001,3,,,,,1
3,(42),m2,QYBZC,763,.30000001,3,,,,,1
3,(42),m2,RJKJF,790,.69999999,2,,,,,1
3,(42),m2,RKDZV,793,.40000001,4,,,,,1
3,(42),m2,RKTOH,774,.64999998,4,,,,,1
3,(42),m2,RQOBK,798,.80000001,1,,,,,
3,(42),m2,RTXTZ,738,.64999998,1,,,,,1
3,(42),m2,RZIII,728,.44999999,3,,,,,1
3,(42),m2,SKXRF,750,.69999999,2,,,,,1
3,(42),m2,SNNRO,801,.5,2,,,,,1
3,(42),m2,SOOYS,766,.80000001,6,,,,,1
3,(42),m2,SVOWQ,802,.80000001,5,,,,,1
3,(42),m2,SXMNT,775,.85000002,4,,,,,1
3,(42),m2,TDFNU,739,.69999999,2,,,,,
3,(42),m2,TDLLY,808,.60000002,3,,,,,1
3,(42),m2,TICTG,747,.60000002,5,,,,,1
3,(42),m2,TLEEF,821,.5,5,,,,,1
3,(42),m2,TNUTC,785,.25,2,,,,,1
3,(42),m2,TPMTB,838,.38,1,,,,,1
3,(42),m2,TQUSO,829,.69999999,5,,,,,1
3,(42),m2,TVNAD,760,.89999998,2,,,,,1
3,(42),m2,TYDLF,848,.80000001,2,,,,,1
3,(42),m2,TZHAK,833,.40000001,1,,,,,1
3,(42),m2,UFEYS,776,.60000002,2,,,,,1
3,(42),m2,UONRK,804,.64999998,3,,,,,1
3,(42),m2,UXMBH,835,.5,3,,,,,1
3,(42),m2,UYSCS,797,.81999999,2,,,,,1
3,(42),m2,VBFGR,824,.57999998,4,,,,,1
3,(42),m2,VEOXL,834,.75,5,,,,,1
3,(42),m2,VHWFI,836,.69999999,6,,,,,1
3,(42),m2,VQQGL,726,.80000001,6,,,,,1
3,(42),m2,VSYYJ,843,.69999999,5,,,,,1
3,(42),m2,WEESC,729,.60000002,3,,,,,1
3,(42),m2,WEZFA,787,.5,4,,,,,1
3,(42),m2,WOVCG,815,.2,1,,,,,
3,(42),m2,WTOCY,809,.89999998,1,,,,,1
3,(42),m2,WUKAA,731,.80000001,3,,,,,1
3,(42),m2,XDCSW,753,.0099999998,1,,,,,1
3,(42),m2,XEPOZ,837,.64999998,2,,,,,1
3,(42),m2,XJMAV,733,.5,1,,,,,1
3,(42),m2,XMREM,830,.2,1,,,,,1
3,(42),m2,XPQFY,758,.2,2,,,,,1
3,(42),m2,YIQTI,814,.5,3,,,,,1
3,(42),m2,YJPRG,825,.44999999,2,,,,,
3,(42),m2,YKWAH,839,1,6,,,,,1
3,(42),m2,YMKYG,724,.050000001,2,,,,,1
3,(42),m2,YPCFD,795,.15000001,1,,,,,1
3,(42),m2,YQXIE,811,.69999999,2,,,,,1
3,(42),m2,YUMWF,765,.85000002,6,,,,,1
3,(42),m2,YYYQL,725,0,2,,,,,1
3,(42),m2,ZHMDL,789,.2,5,,,,,1
3,(42),m2,ZJGNP,845,.34999999,1,,,,,1
3,(42),m3,AFKFA,146,,,.2,.7,.1000000014901161,5,1
3,(42),m3,AYJQH,156,,,.85,.1,.0500000007450581,4,1
3,(42),m3,BGRYT,162,,,1,0,0,6,1
3,(42),m3,BNSRX,102,,,.3,.2,.5,5,
3,(42),m3,BRCTI,125,,,.2,.3,.5,4,1
3,(42),m3,BUTQG,68,,,.65,.1,.25,3,1
3,(42),m3,BXBPO,113,,,.1,.15,.75,1,1
3,(42),m3,BYUFT,122,,,.67,.2,.1299999952316284,3,1
3,(42),m3,CQEXW,78,,,.5,.25,.25,2,
3,(42),m3,CTDTP,144,,,.4,.3,.300000011920929,1,1
3,(42),m3,CTPQT,83,,,.3,.5,.2000000029802322,2,1
3,(42),m3,DDLIA,157,,,.5,.25,.25,3,1
3,(42),m3,DMIIF,158,,,.7,.1,.2000000029802322,4,1
3,(42),m3,DOPUB,62,,,.1,.2,.699999988079071,5,1
3,(42),m3,EALGQ,101,,,.3,.3,.4000000059604645,2,1
3,(42),m3,EXHNR,112,,,.7,.25,.0500000007450581,1,
3,(42),m3,FFVHW,153,,,.7,.2,.1000000014901161,2,1
3,(42),m3,FJTDI,126,,,.6,.2,.2000000029802322,1,1
3,(42),m3,FOMBY,76,,,.1,.2,.699999988079071,2,1
3,(42),m3,FRHWQ,91,,,.4,.1,.5,2,1
3,(42),m3,GCPKB,161,,,0,.4,.6000000238418579,1,1
3,(42),m3,GFHGK,86,,,.15,.3,.550000011920929,3,1
3,(42),m3,GLYRR,135,,,.4,.2,.4000000059604645,3,1
3,(42),m3,GOQTH,94,,,.4,.3,.300000011920929,5,1
3,(42),m3,HDWQD,115,,,1,0,0,5,1
3,(42),m3,HKTWT,151,,,.3,.3,.4000000059604645,2,1
3,(42),m3,HSACH,107,,,.3,.6,.1000000014901161,5,1
3,(42),m3,HWAXH,85,,,.2,.2,.6000000238418579,1,1
3,(42),m3,HWHKM,75,,,.55,.3,.1500000059604645,4,1
3,(42),m3,HXXGB,80,,,.6,.35,.0500000007450581,2,1
3,(42),m3,IEZOP,73,,,.6,.4,0,5,1
3,(42),m3,IKPCK,139,,,.4,.5,.1000000014901161,2,1
3,(42),m3,IXIJM,105,,,0,.5,.5,1,1
3,(42),m3,JDMRD,100,,,.5,.2,.300000011920929,2,1
3,(42),m3,JERHM,93,,,.2,.15,.6499999761581421,1,1
3,(42),m3,JJWQH,127,,,.2,.4,.4000000059604645,3,1
3,(42),m3,KGDEO,66,,,.25,.45,.300000011920929,3,1
3,(42),m3,KMTVC,108,,,.7,.2,.1000000014901161,7,1
3,(42),m3,KPQUF,67,,,.2,.2,.6000000238418579,2,1
3,(42),m3,KXHZX,79,,,.3,.3,.4000000059604645,3,1
3,(42),m3,KYQVB,81,,,.8,.1,.1000000014901161,5,1
3,(42),m3,LCSDI,134,,,.15,.15,.699999988079071,2,1
3,(42),m3,LJPBD,145,,,.1,.3,.6000000238418579,1,1
3,(42),m3,LMKYB,106,,,.2,.3,.5,4,1
3,(42),m3,LVFGB,88,,,.6,.3,.1000000014901161,4,1
3,(42),m3,LXMYX,130,,,.7,.15,.1500000059604645,7,1
3,(42),m3,LYXBB,95,,,.2,.2,.6000000238418579,1,1
3,(42),m3,MLVJZ,129,,,.2,.3,.5,3,
3,(42),m3,MMOYA,87,,,.25,.5,.25,2,1
3,(42),m3,MNRLM,120,,,.3,.5,.2000000029802322,4,
3,(42),m3,MQOED,65,,,.15,.25,.6000000238418579,5,1
3,(42),m3,MREFB,149,,,.4,.3,.300000011920929,2,
3,(42),m3,MUPMA,116,,,.4,.3,.300000011920929,2,1
3,(42),m3,MYWHH,110,,,.2,.4,.4000000059604645,1,1
3,(42),m3,NLTVU,160,,,.3,.2,.5,3,1
3,(42),m3,NQYQN,154,,,.4,.4,.2000000029802322,4,1
3,(42),m3,OAKPV,128,,,.75,.15,.1000000014901161,3,1
3,(42),m3,OCSVL,121,,,.3,.4,.300000011920929,5,1
3,(42),m3,ODNWH,77,,,.5,.4,.1000000014901161,5,
3,(42),m3,OOJMX,159,,,.45,.15,.4000000059604645,3,1
3,(42),m3,OPAXV,114,,,.6,.3,.1000000014901161,3,1
3,(42),m3,PEOLU,142,,,.2,.2,.6000000238418579,1,1
3,(42),m3,PHTZT,150,,,.7,.2,.1000000014901161,1,1
3,(42),m3,POXNY,148,,,.7,.1,.2000000029802322,2,1
3,(42),m3,PYBWP,71,,,.4,.4,.2000000029802322,2,1
3,(42),m3,PZCZV,96,,,.4,.5,.1000000014901161,5,1
3,(42),m3,QECXS,117,,,.75,.1,.1500000059604645,1,1
3,(42),m3,QHNUD,143,,,.8,.15,.0500000007450581,1,1
3,(42),m3,QKAZU,109,,,.5,.3,.2000000029802322,4,1
3,(42),m3,QRVVY,82,,,.55,.25,.2000000029802322,5,1
3,(42),m3,QVBAP,104,,,.15,.6,.25,2,1
3,(42),m3,QXEPS,89,,,.85,.1,.0500000007450581,4,1
3,(42),m3,REAVM,155,,,.41,.35,.239999994635582,3,1
3,(42),m3,RLFXE,124,,,.75,.1,.1500000059604645,3,1
3,(42),m3,RRFWI,152,,,.2,.3,.5,3,1
3,(42),m3,RRKTM,84,,,0,.6,.4000000059604645,1,1
3,(42),m3,RSFYN,90,,,.38,.32,.300000011920929,4,1
3,(42),m3,SIBYL,99,,,.4,.2,.4000000059604645,1,1
3,(42),m3,SLETN,132,,,.2,.2,.6000000238418579,2,1
3,(42),m3,SLKSA,136,,,.2,.45,.3499999940395355,2,1
3,(42),m3,SNJRM,123,,,.1,.2,.699999988079071,3,
3,(42),m3,TPCGC,72,,,0,.1,.8999999761581421,3,
3,(42),m3,USYLJ,92,,,.2,.2,.6000000238418579,3,
3,(42),m3,UUYLF,164,,,.4,.3,.300000011920929,3,1
3,(42),m3,UWXVV,74,,,.35,.15,.5,1,1
3,(42),m3,VTIEK,137,,,.15,.15,.699999988079071,1,1
3,(42),m3,VTWWG,64,,,.5,.35,.1500000059604645,1,1
3,(42),m3,VWIIZ,119,,,.4,.4,.2000000029802322,3,
3,(42),m3,VWQJN,98,,,.3,.4,.300000011920929,2,1
3,(42),m3,VWTHZ,118,,,.15,.15,.699999988079071,1,1
3,(42),m3,WOZHY,141,,,.9,.05,.0500000007450581,5,1
3,(42),m3,WSKMW,69,,,.5,.3,.2000000029802322,6,1
3,(42),m3,WTZSC,131,,,.3,.3,.4000000059604645,1,
3,(42),m3,WVBUA,147,,,.4,.2,.4000000059604645,4,1
3,(42),m3,XCRTP,133,,,.2,.3,.5,2,1
3,(42),m3,XYJIX,140,,,.8,.15,.0500000007450581,2,1
3,(42),m3,YEXRD,138,,,.3,.4,.300000011920929,4,1
3,(42),m3,YGDVU,103,,,.65,.25,.1000000014901161,4,1
3,(42),m3,YHEMK,70,,,.4,.4,.2000000029802322,2,1
3,(42),m3,YHGBZ,163,,,.9,.1,0,3,1
3,(42),m3,YIPBA,97,,,.45,.4,.1500000059604645,2,1
3,(42),m3,YSSFZ,111,,,.95,.03,.0199999995529652,5,1
3,(42),m3,ZCZJN,61,,,.4,.4,.2000000029802322,3,1
3,(42),m3,ZDOYC,63,,,.3,.4,.300000011920929,1,1
4,(36),m2,AGNPX,761,.60000002,1,,,,,1
4,(36),m2,AIRBM,850,.69999999,1,,,,,1
4,(36),m2,ARLEI,770,.69999999,1,,,,,1
4,(36),m2,BBECX,840,.1,2,,,,,1
4,(36),m2,BHPTI,844,.80000001,1,,,,,1
4,(36),m2,BIYDE,794,.5,1,,,,,1
4,(36),m2,BKCFP,827,.80000001,1,,,,,1
4,(36),m2,BNPKB,779,.80000001,1,,,,,1
4,(36),m2,BZRFC,826,.80000001,2,,,,,1
4,(36),m2,CHIBT,784,.050000001,4,,,,,1
4,(36),m2,CHJWI,762,.94999999,1,,,,,1
4,(36),m2,COGEW,742,.69999999,1,,,,,
4,(36),m2,CUCGB,781,.2,2,,,,,1
4,(36),m2,CYLLX,780,.80000001,4,,,,,1
4,(36),m2,CYWGM,744,.75,5,,,,,1
4,(36),m2,DBEOL,768,.69999999,2,,,,,
4,(36),m2,DCRKI,832,.80000001,2,,,,,1
4,(36),m2,DLIYI,842,.60000002,2,,,,,1
4,(36),m2,DOPFI,746,.5,1,,,,,
4,(36),m2,DPJYN,759,.75,1,,,,,1
4,(36),m2,DRIUI,788,.60000002,2,,,,,1
4,(36),m2,DSMMR,748,.94999999,4,,,,,1
4,(36),m2,DUYEG,786,.85000002,1,,,,,1
4,(36),m2,EDRGS,782,.69999999,1,,,,,1
4,(36),m2,EFVYH,764,.25,2,,,,,1
4,(36),m2,EMHKN,736,.5,1,,,,,1
4,(36),m2,FDEEF,740,.89999998,3,,,,,1
4,(36),m2,FGOQM,783,.5,1,,,,,1
4,(36),m2,FTHMZ,743,.99000001,1,,,,,1
4,(36),m2,FZDWW,796,.80000001,1,,,,,1
4,(36),m2,FZMNK,841,.40000001,2,,,,,1
4,(36),m2,GLFJZ,754,.5,1,,,,,1
4,(36),m2,GZRWQ,819,.2,4,,,,,1
4,(36),m2,HARNQ,727,.69999999,3,,,,,1
4,(36),m2,HBEWR,752,.30000001,1,,,,,
4,(36),m2,HBQXZ,851,.69999999,2,,,,,1
4,(36),m2,HEJKB,812,.69999999,5,,,,,1
4,(36),m2,HFNSC,737,.75,1,,,,,1
4,(36),m2,HJBDQ,799,.51999998,2,,,,,1
4,(36),m2,HJEZS,810,.80000001,2,,,,,1
4,(36),m2,IBCCH,777,.89999998,1,,,,,1
4,(36),m2,ITXLG,755,.75,1,,,,,1
4,(36),m2,IXRCJ,805,.69999999,3,,,,,1
4,(36),m2,JAYYJ,734,.75,2,,,,,1
4,(36),m2,JDVOM,756,.89999998,1,,,,,1
4,(36),m2,JFFDX,820,.75,1,,,,,1
4,(36),m2,JJAGL,800,.67000002,1,,,,,1
4,(36),m2,JUSNB,817,.60000002,3,,,,,1
4,(36),m2,JVWRC,831,.2,1,,,,,1
4,(36),m2,JXCTF,751,.5,1,,,,,1
4,(36),m2,KBPUC,767,.60000002,1,,,,,1
4,(36),m2,KCPRJ,813,.94999999,2,,,,,1
4,(36),m2,KIYTT,772,.5,2,,,,,1
4,(36),m2,KRWHP,732,.1,2,,,,,
4,(36),m2,KSQVW,769,.5,1,,,,,1
4,(36),m2,LFMEQ,823,.75,4,,,,,
4,(36),m2,LYFOV,828,.85000002,6,,,,,1
4,(36),m2,MHKGW,771,.75,2,,,,,1
4,(36),m2,MLXQY,791,.5,1,,,,,1
4,(36),m2,MPQVV,846,.30000001,2,,,,,1
4,(36),m2,MWDSM,792,.89999998,7,,,,,1
4,(36),m2,MWTSC,818,.66000003,2,,,,,1
4,(36),m2,MXZEG,849,.69999999,2,,,,,1
4,(36),m2,NDNSG,847,.2,2,,,,,
4,(36),m2,NERZB,816,.60000002,1,,,,,1
4,(36),m2,OEXJH,745,.69999999,1,,,,,1
4,(36),m2,OJYDQ,730,.80000001,1,,,,,1
4,(36),m2,OLPSA,741,.75,1,,,,,1
4,(36),m2,OPSPN,735,.17,1,,,,,1
4,(36),m2,OTJYA,807,.69999999,2,,,,,1
4,(36),m2,PDSGL,757,.69999999,1,,,,,1
4,(36),m2,PGVWP,749,.079999998,1,,,,,1
4,(36),m2,PPZPY,822,.89999998,2,,,,,
4,(36),m2,PVBVQ,773,.15000001,1,,,,,1
4,(36),m2,PWJJQ,806,.94999999,2,,,,,1
4,(36),m2,QCTQV,803,.75,1,,,,,
4,(36),m2,QRNNV,778,.69999999,5,,,,,1
4,(36),m2,QYBZC,763,.80000001,1,,,,,1
4,(36),m2,RJKJF,790,.85000002,2,,,,,1
4,(36),m2,RKDZV,793,.47999999,1,,,,,1
4,(36),m2,RKTOH,774,.80000001,2,,,,,1
4,(36),m2,RQOBK,798,.60000002,1,,,,,
4,(36),m2,RTXTZ,738,.75,1,,,,,1
4,(36),m2,RZIII,728,.40000001,2,,,,,1
4,(36),m2,SKXRF,750,.89999998,2,,,,,1
4,(36),m2,SNNRO,801,.64999998,2,,,,,1
4,(36),m2,SOOYS,766,.69999999,4,,,,,1
4,(36),m2,SVOWQ,802,.75,2,,,,,1
4,(36),m2,SXMNT,775,.80000001,1,,,,,1
4,(36),m2,TDFNU,739,.60000002,1,,,,,
4,(36),m2,TDLLY,808,.80000001,4,,,,,1
4,(36),m2,TICTG,747,.5,3,,,,,1
4,(36),m2,TLEEF,821,.80000001,2,,,,,1
4,(36),m2,TNUTC,785,.1,2,,,,,1
4,(36),m2,TPMTB,838,.51999998,1,,,,,1
4,(36),m2,TQUSO,829,.5,1,,,,,1
4,(36),m2,TVNAD,760,.89999998,2,,,,,1
4,(36),m2,TYDLF,848,.60000002,2,,,,,1
4,(36),m2,TZHAK,833,.44999999,1,,,,,1
4,(36),m2,UFEYS,776,.40000001,2,,,,,1
4,(36),m2,UONRK,804,.69999999,2,,,,,1
4,(36),m2,UXMBH,835,.80000001,2,,,,,1
4,(36),m2,UYSCS,797,.87,2,,,,,1
4,(36),m2,VBFGR,824,.67000002,3,,,,,1
4,(36),m2,VEOXL,834,.89999998,2,,,,,1
4,(36),m2,VHWFI,836,.80000001,1,,,,,1
4,(36),m2,VQQGL,726,.75,5,,,,,1
4,(36),m2,VSYYJ,843,.80000001,1,,,,,1
4,(36),m2,WEESC,729,.85000002,1,,,,,1
4,(36),m2,WEZFA,787,.60000002,3,,,,,1
4,(36),m2,WOVCG,815,.30000001,1,,,,,
4,(36),m2,WTOCY,809,.89999998,1,,,,,1
4,(36),m2,WUKAA,731,.75,1,,,,,1
4,(36),m2,XDCSW,753,.02,1,,,,,1
4,(36),m2,XEPOZ,837,.89999998,2,,,,,1
4,(36),m2,XJMAV,733,.89999998,1,,,,,1
4,(36),m2,XMREM,830,1,1,,,,,1
4,(36),m2,XPQFY,758,.60000002,7,,,,,1
4,(36),m2,YIQTI,814,.60000002,3,,,,,1
4,(36),m2,YJPRG,825,.85000002,1,,,,,
4,(36),m2,YKWAH,839,1,2,,,,,1
4,(36),m2,YMKYG,724,.5,1,,,,,1
4,(36),m2,YPCFD,795,.050000001,1,,,,,1
4,(36),m2,YQXIE,811,.80000001,2,,,,,1
4,(36),m2,YUMWF,765,.89999998,3,,,,,1
4,(36),m2,YYYQL,725,.5,1,,,,,1
4,(36),m2,ZHMDL,789,.2,4,,,,,1
4,(36),m2,ZJGNP,845,.64999998,2,,,,,1
4,(36),m3,AFKFA,146,,,.300000011920929,.4,.3,1,1
4,(36),m3,AYJQH,156,,,.800000011920929,.1,.1,4,1
4,(36),m3,BGRYT,162,,,0,0,1,5,1
4,(36),m3,BNSRX,102,,,.0500000007450581,.1,.85,3,
4,(36),m3,BRCTI,125,,,.2000000029802322,.4,.4,1,1
4,(36),m3,BUTQG,68,,,.6000000238418579,.1,.3,2,1
4,(36),m3,BXBPO,113,,,.5,.3,.2,3,1
4,(36),m3,BYUFT,122,,,.800000011920929,.14,.06,4,1
4,(36),m3,CQEXW,78,,,.6000000238418579,.2,.2,2,
4,(36),m3,CTDTP,144,,,.2000000029802322,.2,.6,1,1
4,(36),m3,CTPQT,83,,,.449999988079071,.35,.2,2,1
4,(36),m3,DDLIA,157,,,.5,.25,.25,2,1
4,(36),m3,DMIIF,158,,,.8999999761581421,.05,.05,1,1
4,(36),m3,DOPUB,62,,,.4000000059604645,.5,.1,2,1
4,(36),m3,EALGQ,101,,,.800000011920929,.1,.1,4,1
4,(36),m3,EXHNR,112,,,.300000011920929,.6,.1,1,
4,(36),m3,FFVHW,153,,,.800000011920929,.15,.05,2,1
4,(36),m3,FJTDI,126,,,.699999988079071,.15,.15,1,1
4,(36),m3,FOMBY,76,,,.5,.3,.2,2,1
4,(36),m3,FRHWQ,91,,,.8999999761581421,.1,0,3,1
4,(36),m3,GCPKB,161,,,.2000000029802322,.4,.4,1,1
4,(36),m3,GFHGK,86,,,.5,.25,.25,1,1
4,(36),m3,GLYRR,135,,,.5,.3,.2,1,1
4,(36),m3,GOQTH,94,,,.800000011920929,.15,.05,3,1
4,(36),m3,HDWQD,115,,,.300000011920929,.5,.2,1,1
4,(36),m3,HKTWT,151,,,.2000000029802322,.45,.35,2,1
4,(36),m3,HSACH,107,,,.2000000029802322,.4,.4,4,1
4,(36),m3,HWAXH,85,,,.5,.3,.2,3,1
4,(36),m3,HWHKM,75,,,.699999988079071,.25,.05,2,1
4,(36),m3,HXXGB,80,,,.8999999761581421,.09,.01,1,1
4,(36),m3,IEZOP,73,,,.800000011920929,.2,0,2,1
4,(36),m3,IKPCK,139,,,.300000011920929,.5,.2,1,1
4,(36),m3,IXIJM,105,,,.300000011920929,.45,.25,1,1
4,(36),m3,JDMRD,100,,,.5,.4,.1,1,1
4,(36),m3,JERHM,93,,,.5,.2,.3,1,1
4,(36),m3,JJWQH,127,,,.0500000007450581,.05,.9,2,1
4,(36),m3,KGDEO,66,,,.25,.45,.3,2,1
4,(36),m3,KMTVC,108,,,.300000011920929,.3,.4,1,1
4,(36),m3,KPQUF,67,,,.8999999761581421,.1,0,2,1
4,(36),m3,KXHZX,79,,,.300000011920929,.3,.4,5,1
4,(36),m3,KYQVB,81,,,.699999988079071,.25,.05,1,1
4,(36),m3,LCSDI,134,,,.5,.25,.25,2,1
4,(36),m3,LJPBD,145,,,.2000000029802322,.4,.4,1,1
4,(36),m3,LMKYB,106,,,1,0,0,1,1
4,(36),m3,LVFGB,88,,,.5,.45,.05,1,1
4,(36),m3,LXMYX,130,,,.5,.25,.25,1,1
4,(36),m3,LYXBB,95,,,.6000000238418579,.3,.1,1,1
4,(36),m3,MLVJZ,129,,,.699999988079071,.1,.2,1,
4,(36),m3,MMOYA,87,,,.6000000238418579,.25,.15,1,1
4,(36),m3,MNRLM,120,,,.699999988079071,.2,.1,1,
4,(36),m3,MQOED,65,,,.1000000014901161,.1,.8,3,1
4,(36),m3,MREFB,149,,,.6000000238418579,.3,.1,4,
4,(36),m3,MUPMA,116,,,.25,.15,.6,2,1
4,(36),m3,MYWHH,110,,,.300000011920929,.5,.2,1,1
4,(36),m3,NLTVU,160,,,.699999988079071,.25,.05,3,1
4,(36),m3,NQYQN,154,,,.300000011920929,.4,.3,2,1
